title,location,price,property_type,bedrooms,bathrooms,toilets,added_date,updated_date,url,city,page
3 bedroom block of flats for sale,"After Kado Fish Market, Life Camp, Abuja","1,500,000,000",Block of Flats,3,4,3,17 Feb 2026,17 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/abuja/life-camp/3347103-brand-new-8-units-of-3-bedroom-and-4-units-of-2-bedrooms-flats,benin-city,7
2 bedroom block of flats for sale,"Extension 3 By Living Faith Church, FO1 Layout, Kubwa, Abuja","600,000,000",Block of Flats,2,3,3,17 Feb 2026,17 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/abuja/kubwa/fo1-layout/3347115-blocks-of-flats,benin-city,7
4 bedroom detached duplex for sale,"Ogba, Ikeja, Lagos","380,000,000",Detached Duplex,4,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikeja/ogba/3355868-newly-built-4-bedroom-fully-detached-duplex-with-bq,benin-city,7
3 bedroom detached duplex for sale,"A Property Of 3 Bedroom Duplex, Sitting On 360sqr Metres Land.  Locati, Surulere, Lagos","180,000,000",Detached Duplex,3,,3,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/surulere/3355865-a-property-of-3-bedroom-duplex-sitting-on-360sqr-metres-land-locati,benin-city,7
Residential land for sale,"Ibusa, Asaba, Delta","5,500,000",Residential Land,,,,27 Apr 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/delta/asaba/2840896-buy-6-plots-and-get-1-plot-free,benin-city,7
Residential land for sale,"Nteje, Anambra, Anambra","6,500,000",Residential Land,,,,04 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/anambra/anambra/3326286-buy-and-build-land-with-confidence,benin-city,7
4 bedroom terraced duplex for sale,"Ikate, Lekki, Lagos","260,000,000",Terraced Duplex,4,4,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/ikate/3355863-fully-serviced-4bedrooms-terrace,benin-city,7
4 bedroom terraced duplex for sale,"Lekki, Lagos","480,000,000",Terraced Duplex,4,4,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3355861-brand-new-4-bedroom-terrace-duplex,benin-city,7
5 bedroom detached duplex for sale,"@ Sars Junction/happy Bite, Obio-Akpor, Rivers","220,000,000",Detached Duplex,5,6,7,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/rivers/obio-akpor/3355852-brand-new-5-bedroom-duplex-in-an-estate,benin-city,7
Mixed-use land for sale,"Just 15 Minutes Drive From Funaab, Odeda, Ogun","950,000",Mixed-use Land,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/mixed-use-land/ogun/odeda/3355857-oil-palm-trees-plantain-and-coconut-farmland,benin-city,7
84 bedroom hotel / guest house for sale,"Off Admiralty, Lekki, Lagos","16,000,000,000",Hotel / Guest House,84,,,15 Dec 2024,25 Jan 2026,https://nigeriapropertycentre.com/for-sale/commercial/hotels-guest-houses/lagos/lekki/2621114-functional-84-rooms-hotel-for-investment,benin-city,8
5 bedroom terraced duplex for sale,"By Katampe Extension, Dawaki, Gwarinpa, Abuja","4,800,000,000",Terraced Duplex,5,6,6,16 Jul 2025,02 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/abuja/gwarinpa/dawaki/2981438-brand-new-16-units-of-5-bedroom-terrace-duplex,benin-city,8
Mixed-use land for sale,"Scc, Jabi, Abuja","3,200,000,000",Mixed-use Land,,,,01 Jan 2026,02 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/mixed-use-land/abuja/jabi/3272812-97421sqm-multi-function-plot,benin-city,8
School for sale,"Gwarinpa Main, Gwarinpa, Abuja","27,000,000,000",School,,100,100,07 Jan 2026,02 Feb 2026,https://nigeriapropertycentre.com/for-sale/commercial/schools/abuja/gwarinpa/3282734-a-built-up-80-uncompleted-private-university,benin-city,8
5 bedroom detached duplex for sale,"Maitama Main, Maitama District, Abuja","3,500,000,000",Detached Duplex,5,6,6,08 Feb 2026,08 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/abuja/maitama-district/3333326-5-bedroom-fully-detached-duplex-with-bq-and-swimming-pool,benin-city,8
Residential land for sale,"Genesis Court Estate, Badore, Ajah, Lagos","220,000",Residential Land,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/lagos/ajah/badore/3355870-hot-deals,benin-city,8
3 bedroom block of flats for sale,"After Kado Fish Market, Life Camp, Abuja","1,500,000,000",Block of Flats,3,4,3,17 Feb 2026,17 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/abuja/life-camp/3347103-brand-new-8-units-of-3-bedroom-and-4-units-of-2-bedrooms-flats,benin-city,8
2 bedroom block of flats for sale,"Extension 3 By Living Faith Church, FO1 Layout, Kubwa, Abuja","600,000,000",Block of Flats,2,3,3,17 Feb 2026,17 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/abuja/kubwa/fo1-layout/3347115-blocks-of-flats,benin-city,8
4 bedroom detached duplex for sale,"Ogba, Ikeja, Lagos","380,000,000",Detached Duplex,4,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikeja/ogba/3355868-newly-built-4-bedroom-fully-detached-duplex-with-bq,benin-city,8
3 bedroom detached duplex for sale,"A Property Of 3 Bedroom Duplex, Sitting On 360sqr Metres Land.  Locati, Surulere, Lagos","180,000,000",Detached Duplex,3,,3,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/surulere/3355865-a-property-of-3-bedroom-duplex-sitting-on-360sqr-metres-land-locati,benin-city,8
Residential land for sale,"Ibusa, Asaba, Delta","5,500,000",Residential Land,,,,27 Apr 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/delta/asaba/2840896-buy-6-plots-and-get-1-plot-free,benin-city,8
Residential land for sale,"Nteje, Anambra, Anambra","6,500,000",Residential Land,,,,04 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/anambra/anambra/3326286-buy-and-build-land-with-confidence,benin-city,8
4 bedroom terraced duplex for sale,"Ikate, Lekki, Lagos","260,000,000",Terraced Duplex,4,4,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/ikate/3355863-fully-serviced-4bedrooms-terrace,benin-city,8
4 bedroom terraced duplex for sale,"Lekki, Lagos","480,000,000",Terraced Duplex,4,4,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3355861-brand-new-4-bedroom-terrace-duplex,benin-city,8
5 bedroom detached duplex for sale,"@ Sars Junction/happy Bite, Obio-Akpor, Rivers","220,000,000",Detached Duplex,5,6,7,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/rivers/obio-akpor/3355852-brand-new-5-bedroom-duplex-in-an-estate,benin-city,8
Mixed-use land for sale,"Just 15 Minutes Drive From Funaab, Odeda, Ogun","950,000",Mixed-use Land,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/mixed-use-land/ogun/odeda/3355857-oil-palm-trees-plantain-and-coconut-farmland,benin-city,8
5 bedroom detached duplex for sale,"Ojodu Berger, Ojodu, Lagos","390,000,000",Detached Duplex,5,5,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ojodu/ojodu-berger/3355855-modern-5-bedroom-fully-detached-duplex,benin-city,8
4 bedroom terraced duplex for sale,"Ikate, Lekki, Lagos","370,000,000",Terraced Duplex,4,4,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/ikate/3355854-fully-serviced-4bedrooms-terrace,benin-city,8
2 bedroom flat / apartment for sale,"Abijo, Ajah, Lagos","45,000,000",Flat / Apartment,2,2,3,23 Apr 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ajah/2834205-blocks-of-flat,benin-city,8
4 bedroom terraced duplex for sale,"Lekki Phase 2, Lekki, Lagos","105,000,000",Terraced Duplex,4,3,4,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/lekki-phase-2/3355848-luxury-3-4-bedroom-terrace-duplexes-lekki-scheme-2,benin-city,8
1 bedroom mini flat (room and parlour) for sale,"Along Chevron Drive, Lekki, Lagos","60,000,000",Mini Flat (Room and Parlour),1,1,1,19 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/mini-flats/lagos/lekki/3351450-spacious-room-and-palour,benin-city,8
4 bedroom terraced duplex for sale,"Ikota Villa Ikota Gra, Ikota, Lekki, Lagos","149,000,000",Terraced Duplex,4,5,6,10 Feb 2026,10 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/ikota/3337142-4-bedroom-terrace-duplex-with-bq,benin-city,9
5 bedroom detached duplex for sale,"Chevron, Lekki, Lagos","270,000,000",Detached Duplex,5,5,6,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3355833-5-bedrooms-fully-detached-duplex-with-bq,benin-city,9
6 bedroom house for sale,"Banana Island, Ikoyi, Lagos","3,500,000,000",House,6,8,8,13 Feb 2026,13 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/lagos/ikoyi/banana-island/3341857-luxury-6-bedrooms-duplex-with-elevator-and-rooftop-terrace,benin-city,9
2 bedroom flat / apartment for sale,"Oniru Estate, Oniru, Victoria Island (VI), Lagos","310,000,000",Flat / Apartment,2,2,3,14 Feb 2026,14 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/victoria-island/oniru/3343159-spacious-2-bedroom-apartment,benin-city,9
3 bedroom flat / apartment for sale,"Victoria Island, Eko Atlantic City, Lagos",,Flat / Apartment,3,3,3,17 Feb 2026,17 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/eko-atlantic-city/3347504-hi-tech-smart-unit-high-rise-canal-view-3-bedroom-flat,benin-city,9
2 bedroom flat / apartment for sale,"Eko Atlantic City, Lagos",,Flat / Apartment,2,2,2,15 Feb 2026,15 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/eko-atlantic-city/3343815-oceanfront-alpha-2-bedroom-high-roi-investment-opportunity,benin-city,9
4 bedroom house for sale,"Orchid Road, Lekki, Lagos","140,000,000",House,4,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/lagos/lekki/3355831-4-bedroom-terrace-duplex,benin-city,9
4 bedroom semi-detached duplex for sale,"Ikota, Lekki, Lagos","180,000,000",Semi-detached Duplex,4,5,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/3355829-gorgeously-finished-4-bedroom-semi-detached-duplex,benin-city,9
3 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki Phase 1, Lekki, Lagos","300,000,000",Flat / Apartment,3,3,4,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3355823-new-2-bedroom-off-plan-apartment,benin-city,9
3 bedroom flat / apartment for sale,"W/t Estate, Ologolo, Lekki, Lagos","130,000,000",Flat / Apartment,3,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/ologolo/3355822-2-bedroom-apartment,benin-city,9
3 bedroom block of flats for sale,"Gilmor, Jahi, Abuja","115,000,000",Block of Flats,3,4,4,06 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/abuja/jahi/3330234-semi-finished-3-bedroom-flat,benin-city,9
2 bedroom block of flats for sale,"Durumi, Abuja","77,000,000",Block of Flats,2,3,3,06 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/abuja/durumi/3330694-2-bedroom-flat,benin-city,9
2 bedroom flat / apartment for sale,"Life Camp, Abuja","90,000,000",Flat / Apartment,2,3,3,10 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/abuja/life-camp/3336384-2-bedroom-flat,benin-city,9
3 bedroom semi-detached duplex for sale,"Life Camp, Abuja","200,000,000",Semi-detached Duplex,3,4,4,06 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/abuja/life-camp/3330770-3-bedroom-semi-detached-duplex-with-1-room-bq,benin-city,9
3 bedroom flat / apartment for sale,"Ikoyi, Lagos","1,300,000,000",Flat / Apartment,3,4,4,27 Aug 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ikoyi/3057611-investment-only-exquisite-luxury-3-bedroom-apartment-available,benin-city,9
5 bedroom detached duplex for sale,"Npf Estate, Satellite Town, Ojo, Lagos","160,000,000",Detached Duplex,5,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ojo/satellite-town/3355812-a-decent-5-bedroom-detached-duplex,benin-city,9
12 bedroom flat / apartment for sale,"Arab Road, Kubwa, Abuja","410,000,000",Flat / Apartment,12,12,12,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/abuja/kubwa/3355807-fully-finished-apartment,benin-city,9
5 bedroom detached duplex for sale,"Chevron, Lekki, Lagos","500,000,000",Detached Duplex,5,5,6,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3355806-a-newly-built-luxury-5-bedroom-fully-detached-duplex-with-2-room-bq,benin-city,9
2 bedroom flat / apartment for sale,"Eletu Avenue, Osapa, Lekki, Lagos","155,000,000",Flat / Apartment,2,2,3,08 Mar 2025,21 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/osapa/2757930-fully-serviced-with-24-hours-power-2-bed-apartment-on-4-floors-lift,benin-city,9
5 bedroom detached duplex for sale,"Ikota, Lekki, Lagos","290,000,000",Detached Duplex,5,5,6,06 Mar 2025,21 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/ikota/2753930-5-bed-semi-detached-townhouse-on-3-floors-bq-in-a-secured-mini-estate,benin-city,9
2 bedroom flat / apartment for sale,"Oniru, Victoria Island (VI), Lagos","220,000,000",Flat / Apartment,2,2,3,26 Aug 2024,21 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/victoria-island/oniru/2424855-1-bedroom-modern-living-apartment-80-ready,benin-city,9
2 bedroom flat / apartment for sale,"Off Ozumba Mbadiwe Ave, Victoria Island (VI), Lagos","550,000,000",Flat / Apartment,2,2,3,19 Jun 2025,18 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/victoria-island/2931066-235sqm-large-off-plan-2-bedrooms-maisonette-flat-with-bq-concierge,benin-city,10
4 bedroom house for sale,"Orchid Road, Lekki, Lagos","140,000,000",House,4,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/lagos/lekki/3355831-4-bedroom-terrace-duplex,benin-city,10
4 bedroom semi-detached duplex for sale,"Ikota, Lekki, Lagos","180,000,000",Semi-detached Duplex,4,5,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/3355829-gorgeously-finished-4-bedroom-semi-detached-duplex,benin-city,10
3 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki Phase 1, Lekki, Lagos","300,000,000",Flat / Apartment,3,3,4,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3355823-new-2-bedroom-off-plan-apartment,benin-city,10
3 bedroom flat / apartment for sale,"W/t Estate, Ologolo, Lekki, Lagos","130,000,000",Flat / Apartment,3,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/ologolo/3355822-2-bedroom-apartment,benin-city,10
3 bedroom block of flats for sale,"Gilmor, Jahi, Abuja","115,000,000",Block of Flats,3,4,4,06 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/abuja/jahi/3330234-semi-finished-3-bedroom-flat,benin-city,10
2 bedroom block of flats for sale,"Durumi, Abuja","77,000,000",Block of Flats,2,3,3,06 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/abuja/durumi/3330694-2-bedroom-flat,benin-city,10
2 bedroom flat / apartment for sale,"Life Camp, Abuja","90,000,000",Flat / Apartment,2,3,3,10 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/abuja/life-camp/3336384-2-bedroom-flat,benin-city,10
3 bedroom semi-detached duplex for sale,"Life Camp, Abuja","200,000,000",Semi-detached Duplex,3,4,4,06 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/abuja/life-camp/3330770-3-bedroom-semi-detached-duplex-with-1-room-bq,benin-city,10
3 bedroom flat / apartment for sale,"Ikoyi, Lagos","1,300,000,000",Flat / Apartment,3,4,4,27 Aug 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ikoyi/3057611-investment-only-exquisite-luxury-3-bedroom-apartment-available,benin-city,10
5 bedroom detached duplex for sale,"Npf Estate, Satellite Town, Ojo, Lagos","160,000,000",Detached Duplex,5,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ojo/satellite-town/3355812-a-decent-5-bedroom-detached-duplex,benin-city,10
12 bedroom flat / apartment for sale,"Arab Road, Kubwa, Abuja","410,000,000",Flat / Apartment,12,12,12,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/abuja/kubwa/3355807-fully-finished-apartment,benin-city,10
5 bedroom detached duplex for sale,"Chevron, Lekki, Lagos","500,000,000",Detached Duplex,5,5,6,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3355806-a-newly-built-luxury-5-bedroom-fully-detached-duplex-with-2-room-bq,benin-city,10
2 bedroom flat / apartment for sale,"Eletu Avenue, Osapa, Lekki, Lagos","155,000,000",Flat / Apartment,2,2,3,08 Mar 2025,21 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/osapa/2757930-fully-serviced-with-24-hours-power-2-bed-apartment-on-4-floors-lift,benin-city,10
5 bedroom detached duplex for sale,"Ikota, Lekki, Lagos","290,000,000",Detached Duplex,5,5,6,06 Mar 2025,21 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/ikota/2753930-5-bed-semi-detached-townhouse-on-3-floors-bq-in-a-secured-mini-estate,benin-city,10
2 bedroom flat / apartment for sale,"Oniru, Victoria Island (VI), Lagos","220,000,000",Flat / Apartment,2,2,3,26 Aug 2024,21 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/victoria-island/oniru/2424855-1-bedroom-modern-living-apartment-80-ready,benin-city,10
4 bedroom terraced duplex for sale,"Ikoyi, Lagos","650,000,000",Terraced Duplex,4,4,5,27 Aug 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ikoyi/3057645-direct-brief-exquisite-4-bedroom-terrace-duplex,benin-city,10
4 bedroom detached duplex for sale,"Ogba, Ikeja, Lagos","400,000,000",Detached Duplex,4,4,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikeja/ogba/3355801-spacious-4-bedroom-fully-detached-duplex-with-modern-facilities,benin-city,10
4 bedroom flat / apartment for sale,"Ikoyi, Lagos","750,000,000",Flat / Apartment,4,5,5,27 Aug 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ikoyi/3057683-direct-brief-lovely-4-bedroom-apartment,benin-city,10
3 bedroom flat / apartment for sale,"Ikoyi, Lagos","780,000,000",Flat / Apartment,3,3,4,27 Aug 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ikoyi/3057746-lovely-3-bedroom-apartment-with-bq,benin-city,10
